"t_s","ws_mb","private_mb","gpu_proc_mb","gpu_total_mb","phys_used_mb","commit_mb","page_reads","pages_input","disk_read_b"
"56.07","27142.3","4000.4","0","3694","32386.4","14871","2165982","124396727","237643296768"
"56.42","27146.1","4000.4","0","3694","32386.4","14863.9","2166723","124468646","237926907904"
"56.76","27143.5","4000.4","0","3694","32386.4","14864.7","2167540","124533905","238186098688"
"57.13","27161.7","4000.4","0","3694","32386.2","14864.8","2168268","124601856","238412275712"
"57.49","27162.6","4000.4","0","3694","32386.5","14863.3","2168636","124656147","238689751040"
"57.85","27160.1","4000.4","0","3694","32386.5","14865.4","2169411","124726049","238984859648"
"58.22","27160.8","4000.4","0","3694","32386.5","14866.8","2170106","124793871","239249281024"
"58.59","27155.8","4000.4","0","3694","32386.5","14865.4","2170939","124857681","239519125504"
"58.93","27179.1","4000.4","0","3694","32386.4","14865.2","2171647","124919711","239714206720"
"59.29","27180.3","4000.4","0","3694","32388.5","14862.6","2172152","124975295","240002728960"
"59.65","27179","4000.4","0","3694","32386.5","14862.3","2172973","125054156","240324654080"
"60.01","27199.4","4000.4","0","3694","32386.5","14867.8","2173717","125122730","240605639680"
"60.38","27201","4000.4","0","3694","32386.5","14859.6","2174731","125193688","240896775168"
"60.72","27196.2","4000.4","0","3694","32386.4","14857.9","2175732","125253453","241135092736"
"61.09","27220.6","4000.4","0","3694","32386.4","14855.3","2176252","125311118","241366201344"
"61.44","27222.4","4000.4","0","3694","32386.4","14851.9","2176952","125371060","241604797440"
"61.77","27212.4","4000.4","0","3694","32386.5","14853.6","2177717","125428243","241852666880"
"62.13","27235.7","4000.4","0","3694","32385.5","14854.2","2178346","125494533","242137945088"
"62.47","27234.2","4000.4","0","3694","32386.4","14852.4","2178975","125563671","242401080320"
"62.83","27234","4000.4","0","3694","32386.5","14851.6","2179583","125627913","242677904384"
"63.19","27259.3","4000.4","0","3694","32385.5","14852.4","2180044","125675571","242865760256"
"63.55","27255.4","4000.4","0","3694","32386.4","14853.5","2180867","125742381","243130959872"
"63.91","27255.6","4000.4","0","3694","32386.5","14855.4","2181567","125810745","243390613504"
"64.27","27251.9","4000.4","0","3694","32368.6","14850.2","2181668","125817568","243391764480"
"64.64","27251.9","4000.4","0","3694","32366.9","14847.7","2181696","125817935","243393333248"
"65.01","27251.9","4000.4","0","3694","32368.3","14845.7","2181699","125817970","243393873920"
"65.38","27251.9","4000.4","0","3694","32379.2","14858.1","2181707","125818083","243394136064"
"65.76","27251.9","4000.4","0","3694","32379.3","14857.8","2181713","125818179","243394267136"
"66.14","27240.6","4000.4","0","3694","32332.1","14856.8","2181895","125835106","243463600128"
"66.51","27240.6","4000.4","0","3694","32330.1","14853","2181896","125835107","243463800832"
