"t_s","ws_mb","private_mb","gpu_proc_mb","gpu_total_mb","phys_used_mb","commit_mb","page_reads","pages_input","disk_read_b"
"38.48","11061.8","4092.6","0","3579","20846.3","15605.1","1710621","79258332","52699071488"
"38.83","11128.8","4092.6","0","3579","20901.3","15606.9","1710621","79258332","52699071488"
"39.2","11132.2","4092.6","0","3579","20903.6","15607.7","1710621","79258332","52699071488"
"39.58","11136.2","4092.6","0","3579","20943.3","15603.8","1710621","79258332","52699071488"
"39.92","11396.6","4092.6","0","3598","21198.5","15624.4","1710621","79258332","52699071488"
"40.29","11799.6","4092.6","0","3598","21609.9","15617.3","1710621","79258332","52699071488"
"40.64","11864.9","4092.6","0","3598","21646.9","15619.6","1710621","79258332","52699071488"
"40.99","11936.9","4092.6","0","3598","21704.6","15618.7","1710621","79258332","52699071488"
"41.33","12003.9","4092.6","0","3598","21772","15619.1","1710621","79258332","52699071488"
"41.68","12007.3","4092.6","0","3598","21778.4","15618.7","1710622","79258340","52699071488"
"42.05","12143.3","4092.6","0","3598","21865.6","15619.5","1710622","79258340","52699071488"
"42.4","12174.3","4092.6","0","3598","21905.8","15620.9","1710622","79258340","52699071488"
"42.76","12177.7","4092.6","0","3598","21907.1","15620.2","1710622","79258340","52699071488"
"43.1","12208","4092.6","0","3598","21936.6","15618.1","1710622","79258340","52699071488"
"43.45","12512.1","4092.6","0","3598","22284.1","15621.6","1710622","79258340","52699071488"
"43.81","12802.3","4092.6","0","3598","22530.6","15617.6","1710622","79258340","52699071488"
"44.17","12802.3","4092.6","0","3598","22532","15620.5","1710623","79258348","52699071488"
"44.53","12937.4","4092.8","0","3598","22680.2","15618.7","1710623","79258348","52699071488"
"44.86","12941.4","4092.8","0","3598","22673.2","15620.8","1710623","79258348","52699071488"
"45.22","12944.8","4092.8","0","3598","22676.1","15620.4","1710624","79258356","52699071488"
"45.58","13044.8","4092.8","0","3598","22787.8","15620.6","1710624","79258356","52699071488"
"45.94","13111.8","4092.8","0","3598","22844.6","15620.2","1710624","79258356","52699071488"
"46.3","13115.2","4092.8","0","3598","22847.3","15620.7","1710624","79258356","52699071488"
"46.64","13115.2","4092.8","0","3598","22857.5","15621.1","1710624","79258356","52699071488"
"46.99","13146.3","4092.8","0","3598","22912.9","15621.3","1710624","79258356","52699071488"
"47.33","13541.7","4092.8","0","3598","23275.3","15620.9","1710624","79258356","52699071488"
"47.66","13739.8","4092.8","0","3598","23474.7","15619.7","1710624","79258356","52699071488"
"48.03","13739.8","4092.8","0","3598","23474.7","15622.6","1710624","79258356","52699137024"
"48.38","13874.8","4092.8","0","3598","23607.1","15619","1710626","79258372","52699137024"
"48.73","13878.8","4092.8","0","3598","23612.2","15618.1","1710627","79258380","52699137024"
"49.11","13882.2","4092.8","0","3598","23615.8","15617.7","1710627","79258380","52699137024"
"49.47","13982.2","4092.8","0","3598","23729.1","15618.9","1710627","79258380","52699137024"
