"t_s","ws_mb","private_mb","gpu_proc_mb","gpu_total_mb","phys_used_mb","commit_mb","page_reads","pages_input","disk_read_b"
"113.11","26434.7","8299.7","0","8022","32383.3","19249.8","1964663","107943808","170263707648"
"113.46","26435.8","8299.7","0","8022","32388.4","19248.3","1965032","108026734","170589732864"
"113.81","26434.3","8299.7","0","8022","32389.1","19253.6","1965376","108104542","170904248320"
"114.17","26434.9","8299.7","0","8022","32389.1","19249.9","1965681","108173137","171127640064"
"114.51","26437.7","8299.7","0","8022","32389.2","19247.8","1965898","108195773","171288399872"
"114.86","26433.6","8299.7","0","8022","32389.5","19246.4","1966266","108271778","171594485760"
"115.21","26425.2","8299.7","0","8022","32389.4","19257.7","1966598","108346018","171918487552"
"115.56","26422.6","8299.7","0","8022","32388.5","19253.9","1966992","108433810","172262553600"
"115.91","26421.9","8299.7","0","8022","32390.7","19255.9","1967443","108498221","172456983552"
"116.26","26399.7","8299.7","0","8022","32371.6","19253.6","1967447","108498253","172457114624"
"116.59","26440.1","8299.7","0","8022","32400.3","19251.1","1967625","108518069","172571290624"
"116.94","26417.2","8299.7","0","8022","32391","19259","1968014","108528097","172581529600"
"117.28","26412.4","8299.7","0","8022","32396.6","19259.1","1968148","108528813","172582176768"
"117.62","26380.8","8299.7","0","8022","32364.8","19259.2","1968159","108528871","172582447104"
"117.97","26380.9","8299.7","0","8022","32364.5","19258.8","1968160","108528879","172582447104"
"118.3","26380.9","8299.7","0","8022","32364.1","19257.6","1968160","108528879","172582447104"
"118.65","26429.3","8299.7","0","8022","32401.4","19256.6","1968574","108557567","172756497920"
"119","26423.2","8299.7","0","8022","32401.4","19261.3","1968968","108620526","173010155008"
"119.37","26420.1","8299.7","0","8022","32400.5","19258.1","1969506","108683973","173295224320"
"119.74","26419.6","8299.7","0","8022","32401.4","19257.7","1970032","108753565","173565437440"
"120.08","26420.5","8299.7","0","8022","32401.4","19256.6","1970441","108821381","173831759360"
"120.45","26383.7","8299.7","0","8022","32371.7","19261.8","1970894","108866378","173997763072"
"120.79","26417.7","8299.7","0","8022","32401.4","19261.1","1971374","108924704","174262356480"
"121.14","26410.9","8299.7","0","8022","32401.4","19262.6","1971947","108987892","174528514560"
"121.5","26415.8","8299.7","0","8022","32401.4","19259.9","1972412","109060822","174819899904"
"121.84","26415","8299.7","0","8022","32401.3","19257.9","1972903","109126323","175063755264"
"122.18","26406.8","8299.7","0","8022","32401.3","19263","1973511","109184606","175312988672"
"122.52","26377.6","8299.7","0","8022","32371.8","19262.3","1973718","109203155","175363000320"
"122.86","26408.8","8299.7","0","8022","32400.6","19262.9","1974223","109258151","175620782080"
"123.2","26403","8299.7","0","8022","32400.5","19262.3","1974736","109319137","175864199168"
"123.55","26420.2","8299.7","0","8022","32401.4","19261.6","1975172","109388985","176170260480"
"123.95","26419.2","8299.7","0","8022","32400.6","19264.1","1975881","109460876","176476669952"
"124.29","26417.3","8299.7","0","8022","32401.4","19249.4","1976556","109535365","176728185856"
"124.63","26366.7","8299.7","0","8022","32357.8","19247.2","1976724","109541132","176728480768"
"124.98","26366.7","8299.7","0","8022","32356.6","19246.1","1976762","109543622","176805063680"
"125.36","26385.2","8299.7","0","8022","32397.6","19306.4","1977577","109573368","176862961152"
"125.74","26334.5","8299.7","0","8022","32315.9","19233.7","1977812","109574931","176867130880"
"126.08","26334.8","8299.7","0","8022","32313.1","19232.3","1977829","109575064","176867163648"
"126.42","26357.1","1440.4","0","1100","32291.5","12337","1977996","109576102","176871386624"
"126.78","21404.1","1404.6","0","1100","26983.2","12267.7","1978007","109576208","176871812608"
"127.14","12324.3","1369.5","0","1100","17886.6","12227.2","1978016","109576261","176872026112"
"127.52","3524.6","1248.7","0","1100","9020.4","12013.1","1978035","109576378","176872505344"
